#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 147
#Sent triggers per delay setting: 186a0	and with a frequency [Hz] of: 40000
#Delay token Ins by 6.25ns	delay Head/Trail by 6.25ns	delay port 1	delay port 0	Frequency	good words	tot error	error in %	bad or missed events (tbm header/trailer not correct)
0	0	0	0	G	40000	23100	169207	88.45	176900	
0	0	0	0	A	40000	0	97549	100	100000	
0	0	0	0	B	40000	23100	71658	76.9	76900	
0	0	0	0	cSpy was 63 spamed and the readout avoided!
0	0	0	0	Channel A had 30022 times no trailer -> readout avoided!
0	0	0	0	Channel B had 29173 times no trailer -> readout avoided!
0	0	0	1	G	40000	45019	154981	77.4905	154981	
0	0	0	1	A	40000	0	100000	100	100000	
0	0	0	1	B	40000	45019	54981	54.981	54981	
0	0	0	2	G	40000	44877	155123	77.5615	155123	
0	0	0	2	A	40000	0	100000	100	100000	
0	0	0	2	B	40000	44877	55123	55.123	55123	
0	0	0	3	G	40000	43798	156202	78.101	156202	
0	0	0	3	A	40000	0	100000	100	100000	
0	0	0	3	B	40000	43798	56202	56.202	56202	
0	0	0	4	G	40000	44529	155471	77.7355	155471	
0	0	0	4	A	40000	0	100000	100	100000	
0	0	0	4	B	40000	44529	55471	55.471	55471	
0	0	0	5	G	40000	44270	155730	77.865	155730	
0	0	0	5	A	40000	0	100000	100	100000	
0	0	0	5	B	40000	44270	55730	55.73	55730	
0	0	0	6	G	40000	44655	155351	77.6725	155345	
0	0	0	6	A	40000	0	100000	100	100000	
0	0	0	6	B	40000	44655	55351	55.345	55345	
0	0	0	7	G	40000	45774	154226	77.113	154226	
0	0	0	7	A	40000	0	100000	100	100000	
0	0	0	7	B	40000	45774	54226	54.226	54226	
0	0	1	0	G	40000	43042	156958	78.479	156958	
0	0	1	0	A	40000	0	100000	100	100000	
0	0	1	0	B	40000	43042	56958	56.958	56958	
0	0	1	1	G	40000	45344	154656	77.328	154656	
0	0	1	1	A	40000	0	100000	100	100000	
0	0	1	1	B	40000	45344	54656	54.656	54656	
0	0	1	2	G	40000	43303	156697	78.3485	156697	
0	0	1	2	A	40000	0	100000	100	100000	
0	0	1	2	B	40000	43303	56697	56.697	56697	
0	0	1	3	G	40000	43832	156168	78.084	156168	
0	0	1	3	A	40000	0	100000	100	100000	
0	0	1	3	B	40000	43832	56168	56.168	56168	
0	0	1	4	G	40000	44366	155634	77.817	155634	
0	0	1	4	A	40000	0	100000	100	100000	
0	0	1	4	B	40000	44366	55634	55.634	55634	
0	0	1	5	G	40000	41896	158114	79.052	158104	
0	0	1	5	A	40000	0	100000	100	100000	
0	0	1	5	B	40000	41896	58114	58.104	58104	
0	0	1	6	G	40000	42447	157553	78.7765	157553	
0	0	1	6	A	40000	0	100000	100	100000	
0	0	1	6	B	40000	42447	57553	57.553	57553	
0	0	1	7	G	40000	44003	155997	77.9985	155997	
0	0	1	7	A	40000	0	100000	100	100000	
0	0	1	7	B	40000	44003	55997	55.997	55997	
0	0	2	0	G	40000	42942	157058	78.529	157058	
0	0	2	0	A	40000	0	100000	100	100000	
0	0	2	0	B	40000	42942	57058	57.058	57058	
0	0	2	1	G	40000	44219	155781	77.8905	155781	
0	0	2	1	A	40000	0	100000	100	100000	
0	0	2	1	B	40000	44219	55781	55.781	55781	
0	0	2	2	G	40000	43363	156637	78.3185	156637	
0	0	2	2	A	40000	0	100000	100	100000	
0	0	2	2	B	40000	43363	56637	56.637	56637	
0	0	2	3	G	40000	41530	158470	79.235	158470	
