#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 100000	and with a frequency [Hz] of: 40000
#160MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	G	40000	8	99.992	85.386	99992	12724	48	0	0	12542	43	91	12639
0	0	A	40000	15	99.985	99.917	99985	68	0	0	0	0	8	60	15
0	0	B	40000	16489	83.511	70.855	83511	12656	48	0	0	12542	35	31	12624
0	1	G	40000	99843	0.156999	0.0895	157	134	0	0	0	134	0	0	136
0	1	A	40000	99844	0.155997	0.089	156	67	0	0	0	67	0	0	68
0	1	B	40000	99843	0.156999	0.09	157	67	0	0	0	67	0	0	68
0	2	G	40000	81266	18.734	10.5545	18734	11992	42	8	0	11808	101	33	11961
0	2	A	40000	83694	16.306	10.298	16306	6008	2	0	0	5945	33	28	5993
0	2	B	40000	83205	16.795	10.811	16795	5984	40	8	0	5863	68	5	5968
0	2	cSpy was 27 spamed and the readout avoided!
0	3	G	40000	99912	0.0880003	0.088	88	0	0	0	0	0	0	0	2
0	3	A	40000	99912	0.0880003	0.088	88	0	0	0	0	0	0	0	1
0	3	B	40000	99912	0.0880003	0.088	88	0	0	0	0	0	0	0	1
0	4	G	40000	99945	0.0549972	0.055	55	0	0	0	0	0	0	0	2
0	4	A	40000	99945	0.0549972	0.055	55	0	0	0	0	0	0	0	1
0	4	B	40000	99945	0.0549972	0.055	55	0	0	0	0	0	0	0	1
0	5	G	40000	99912	0.0880003	0.088	88	0	0	0	0	0	0	0	2
0	5	A	40000	99912	0.0880003	0.088	88	0	0	0	0	0	0	0	1
0	5	B	40000	99912	0.0880003	0.088	88	0	0	0	0	0	0	0	1
0	6	G	40000	0	100	100	100000	200000	200000	200000	200000	200000	200000	200000	200002
0	6	A	40000	0	100	100	100000	100000	100000	100000	100000	100000	100000	100000	100001
0	6	B	40000	0	100	100	100000	100000	100000	100000	100000	100000	100000	100000	100001
0	7	G	40000	99913	0.0869989	0.087	87	0	0	0	0	0	0	0	2
0	7	A	40000	99913	0.0869989	0.087	87	0	0	0	0	0	0	0	1
0	7	B	40000	99913	0.0869989	0.087	87	0	0	0	0	0	0	0	1
1	0	G	40000	387	99.613	69.2875	99613	16358	14	1	0	15691	594	58	16304
1	0	A	40000	537	99.463	98.872	99463	591	8	0	0	448	78	57	537
1	0	B	40000	44530	55.47	39.703	55470	15767	6	1	0	15243	516	1	15767
1	0	cSpy was 9 spamed and the readout avoided!
