#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 1000	and with a frequency [Hz] of: 40000
#160MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	G	40000	4	99.6	96.6	996	33	0	0	0	33	0	0	35
0	0	A	40000	30	97	94.1	970	29	0	0	0	29	0	0	30
0	0	B	40000	5	99.5	99.1	995	4	0	0	0	4	0	0	5
0	1	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
0	1	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	1	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	2	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
0	2	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	2	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	3	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
0	3	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	3	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	4	G	40000	0	100	96.6	1000	39	0	0	0	1	23	15	29
0	4	A	40000	29	97.1	93.8	971	33	0	0	0	1	23	9	29
0	4	B	40000	0	100	99.4	1000	6	0	0	0	0	0	6	0
0	4	cSpy was 15 spamed and the readout avoided!
0	5	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
0	5	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	5	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	6	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
0	6	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	6	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	7	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
0	7	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
0	7	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	0	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
1	0	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	0	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	1	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
1	1	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	1	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	2	G	40000	0	100	100	1000	2000	2000	2000	2000	2000	2000	2000	2002
1	2	A	40000	0	100	100	1000	1000	1000	1000	1000	1000	1000	1000	1001
1	2	B	40000	0	100	100	1000	1000	1000	1000	1000	1000	1000	1000	1001
1	3	G	40000	90	91	72.9	910	234	1	0	0	230	3	0	234
1	3	A	40000	156	84.4	72.4	844	120	0	0	0	119	1	0	120
1	3	B	40000	152	84.8	73.4	848	114	1	0	0	111	2	0	114
1	4	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
1	4	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	4	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	5	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
1	5	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	5	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
1	6	G	40000	0	100	100	1000	2000	2000	2000	2000	2000	2000	2000	2002
1	6	A	40000	0	100	100	1000	1000	1000	1000	1000	1000	1000	1000	1001
1	6	B	40000	0	100	100	1000	1000	1000	1000	1000	1000	1000	1000	1001
1	7	G	40000	2	99.8	93.7	998	67	2	0	0	44	9	12	59
1	7	A	40000	57	94.3	88.4	943	59	2	0	0	44	9	4	57
1	7	B	40000	2	99.8	99	998	8	0	0	0	0	0	8	2
1	7	cSpy was 3 spamed and the readout avoided!
2	0	G	40000	0	100	99.3	1000	9	0	0	0	3	0	6	5
2	0	A	40000	3	99.7	99.1	997	6	0	0	0	2	0	4	3
2	0	B	40000	2	99.8	99.5	998	3	0	0	0	1	0	2	2
2	0	cSpy was 1 spamed and the readout avoided!
2	1	G	40000	2	99.8	98.35	998	18	1	0	0	3	6	8	15
2	1	A	40000	12	98.8	97.5	988	13	1	0	0	3	5	4	12
2	1	B	40000	3	99.7	99.2	997	5	0	0	0	0	1	4	3
2	1	cSpy was 2 spamed and the readout avoided!
2	2	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
2	2	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	2	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	3	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
2	3	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	3	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	4	G	40000	998	0.199997	0	2	4	0	0	0	4	0	0	6
2	4	A	40000	998	0.199997	0	2	2	0	0	0	2	0	0	3
2	4	B	40000	998	0.199997	0	2	2	0	0	0	2	0	0	3
2	5	G	40000	1	99.9	98.2	999	18	4	0	0	6	7	1	18
2	5	A	40000	16	98.4	96.7	984	17	4	0	0	6	6	1	16
2	5	B	40000	2	99.8	99.7	998	1	0	0	0	0	1	0	2
2	5	cSpy was 1 spamed and the readout avoided!
2	6	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
2	6	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	6	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	7	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
2	7	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
2	7	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	0	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
3	0	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	0	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	1	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
3	1	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	1	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	2	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
3	2	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	2	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	3	G	40000	4	99.6	98.25	996	19	0	0	0	0	9	10	16
3	3	A	40000	6	99.4	98.5	994	9	0	0	0	0	3	6	6
3	3	B	40000	10	99	98	990	10	0	0	0	0	6	4	10
3	3	cSpy was 4 spamed and the readout avoided!
3	4	G	40000	250	75	52.25	750	354	0	0	0	338	2	14	350
3	4	A	40000	301	69.9	52	699	179	0	0	0	168	1	10	176
3	4	B	40000	300	70	52.5	700	175	0	0	0	170	1	4	174
3	5	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
3	5	A	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	5	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	6	G	40000	996	0.400001	0.1	4	2	0	0	0	2	0	0	4
3	6	A	40000	996	0.400001	0.2	4	2	0	0	0	2	0	0	3
3	6	B	40000	1000	0	0	0	0	0	0	0	0	0	0	1
3	7	G	40000	978	2.2	1	22	21	2	0	0	19	0	0	22
3	7	A	40000	980	2	1	20	10	0	0	0	10	0	0	11
3	7	B	40000	979	2.1	1	21	11	2	0	0	9	0	0	11
3	7	cSpy was 53 spamed and the readout avoided!
4	0	G	40000	1000	0	0	0	0	0	0	0	0	0	0	2
