#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 100	and with a frequency [Hz] of: 40000
#160MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	G	40000	1	99	97	99	3	0	0	0	2	0	1	3
0	0	A	40000	1	99	97	99	2	0	0	0	1	0	1	1
0	0	B	40000	2	98	97	98	1	0	0	0	1	0	0	2
0	1	G	40000	100	0	0	0	0	0	0	0	0	0	0	2
0	1	A	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	1	B	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	2	G	40000	100	0	0	0	0	0	0	0	0	0	0	2
0	2	A	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	2	B	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	3	G	40000	0	100	99	100	1	0	0	0	0	0	1	1
0	3	A	40000	0	100	99	100	1	0	0	0	0	0	1	0
0	3	B	40000	1	99	99	99	0	0	0	0	0	0	0	1
0	3	cSpy was 1 spamed and the readout avoided!
0	4	G	40000	100	0	0	0	0	0	0	0	0	0	0	2
0	4	A	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	4	B	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	5	G	40000	100	0	0	0	0	0	0	0	0	0	0	2
0	5	A	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	5	B	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	6	G	40000	100	0	0	0	0	0	0	0	0	0	0	2
0	6	A	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	6	B	40000	100	0	0	0	0	0	0	0	0	0	0	1
0	7	G	40000	16	84	67	84	31	0	0	0	31	0	0	33
0	7	A	40000	17	83	68	83	15	0	0	0	15	0	0	16
0	7	B	40000	18	82	66	82	16	0	0	0	16	0	0	17
1	0	G	40000	1	99	49.5	99	1	0	0	0	1	0	0	3
1	0	A	40000	1	99	99	99	0	0	0	0	0	0	0	1
1	0	B	40000	99	0.999999	0	1	1	0	0	0	1	0	0	2
1	1	G	40000	19	81	62.5	81	36	0	0	0	33	3	0	38
