#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 100000	and with a frequency [Hz] of: 40000
#160MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	G	40000	100000	0	0	0	0	0	0	0	0	0	0	2
0	0	A	40000	100000	0	0	0	0	0	0	0	0	0	0	1
0	0	B	40000	100000	0	0	0	0	0	0	0	0	0	0	1
0	1	G	40000	100000	0	0	0	0	0	0	0	0	0	0	2
0	1	A	40000	100000	0	0	0	0	0	0	0	0	0	0	1
0	1	B	40000	100000	0	0	0	0	0	0	0	0	0	0	1
0	2	G	40000	0	100	100	100000	200000	200000	200000	200000	200000	200000	200000	200002
0	2	A	40000	0	100	100	100000	100000	100000	100000	100000	100000	100000	100000	100001
0	2	B	40000	0	100	100	100000	100000	100000	100000	100000	100000	100000	100000	100001
0	3	G	40000	217	99.783	97.326	99783	2931	170	8	0	1134	985	634	2416
0	3	A	40000	1658	98.342	96.352	98342	1990	87	0	0	819	645	439	1658
0	3	B	40000	759	99.241	98.3	99241	941	83	8	0	315	340	195	758
0	3	cSpy was 24 spamed and the readout avoided!
0	4	G	40000	0	100	100	100000	0	0	0	0	0	0	0	0
0	4	A	40000	0	100	100	100000	0	0	0	0	0	0	0	0
0	4	B	40000	0	100	100	100000	0	0	0	0	0	0	0	0
0	5	G	40000	96170	3.83	3.83	3830	0	0	0	0	0	0	0	2
0	5	A	40000	96170	3.83	3.83	3830	0	0	0	0	0	0	0	1
0	5	B	40000	96170	3.83	3.83	3830	0	0	0	0	0	0	0	1
0	6	G	40000	0	100	100	100000	200000	200000	200000	200000	200000	200000	200000	200002
0	6	A	40000	0	100	100	100000	100000	100000	100000	100000	100000	100000	100000	100001
0	6	B	40000	0	100	100	100000	100000	100000	100000	100000	100000	100000	100000	100001
0	7	G	40000	62	99.938	98.955	99938	1222	30	5	0	316	287	584	868
0	7	A	40000	556	99.444	98.592	99444	852	16	0	0	153	166	517	556
0	7	B	40000	312	99.688	99.318	99688	370	14	5	0	163	121	67	312
0	7	cSpy was 45 spamed and the readout avoided!
1	0	G	40000	2055	97.945	97.908	97945	67	0	0	0	67	0	0	69
1	0	A	40000	2055	97.945	97.91	97945	35	0	0	0	35	0	0	36
1	0	B	40000	2062	97.938	97.906	97938	32	0	0	0	32	0	0	33
1	1	G	40000	219	99.781	98.453	99781	1650	59	0	0	822	541	228	1444
1	1	A	40000	666	99.334	98.523	99334	811	28	0	0	445	175	163	666
1	1	B	40000	778	99.222	98.383	99222	839	31	0	0	377	366	65	778
1	1	cSpy was 12 spamed and the readout avoided!
1	2	G	40000	0	100	100	100000	0	0	0	0	0	0	0	0
1	2	A	40000	0	100	100	100000	0	0	0	0	0	0	0	0
1	2	B	40000	0	100	100	100000	0	0	0	0	0	0	0	0
1	3	G	40000	77050	22.95	22.95	22950	0	0	0	0	0	0	0	2
1	3	A	40000	77050	22.95	22.95	22950	0	0	0	0	0	0	0	1
1	3	B	40000	77050	22.95	22.95	22950	0	0	0	0	0	0	0	1
1	4	G	40000	40046	59.954	39.6295	59954	20265	35	0	0	19866	41	323	20105
1	4	A	40000	44171	55.829	43.496	55829	12333	7	0	0	11997	9	320	12186
1	4	B	40000	56305	43.695	35.763	43695	7932	28	0	0	7869	32	3	7919
1	5	G	40000	148	99.852	98.752	99852	1342	58	0	0	714	376	194	1154
1	5	A	40000	505	99.495	98.858	99495	637	29	0	0	368	102	138	505
1	5	B	40000	649	99.351	98.646	99351	705	29	0	0	346	274	56	649
1	5	cSpy was 17 spamed and the readout avoided!
1	6	G	40000	0	100	100	100000	0	0	0	0	0	0	0	0
1	6	A	40000	0	100	100	100000	0	0	0	0	0	0	0	0
1	6	B	40000	0	100	100	100000	0	0	0	0	0	0	0	0
1	7	G	40000	92000	8	8	8000	0	0	0	0	0	0	0	2
