#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 10000	and with a frequency [Hz] of: 40000
#160MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	G	40000	25	99.75	82.385	9975	1547	8	0	0	1419	43	77	1490
0	0	A	40000	51	99.49	98.44	9949	105	5	0	0	13	18	69	51
0	0	B	40000	1925	80.75	66.33	8075	1442	3	0	0	1406	25	8	1439
0	0	cSpy was 2 spamed and the readout avoided!
0	1	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
0	1	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	1	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	2	G	40000	0	100	100	10000	20000	20000	20000	20000	20000	20000	20000	20002
0	2	A	40000	0	100	100	10000	10000	10000	10000	10000	10000	10000	10000	10001
0	2	B	40000	0	100	100	10000	10000	10000	10000	10000	10000	10000	10000	10001
0	3	G	40000	185	98.15	92.465	9815	784	44	16	0	507	148	69	689
0	3	A	40000	394	96.06	91.88	9606	418	23	0	0	261	96	38	367
0	3	B	40000	329	96.71	93.05	9671	366	21	16	0	246	52	31	322
0	4	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
0	4	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	4	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	5	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
0	5	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	5	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	6	G	40000	9739	2.61	0.44	261	402	0	0	0	402	0	0	404
0	6	A	40000	9749	2.51	0.5	251	201	0	0	0	201	0	0	202
0	6	B	40000	9761	2.39	0.38	239	201	0	0	0	201	0	0	202
0	7	G	40000	4	99.96	98.96	9996	121	0	0	0	49	29	43	87
0	7	A	40000	74	99.26	98.52	9926	74	0	0	0	44	29	1	74
0	7	B	40000	13	99.87	99.4	9987	47	0	0	0	5	0	42	13
0	7	cSpy was 26 spamed and the readout avoided!
1	0	G	40000	60	99.4	72.94	9940	2024	28	0	0	1932	40	24	1988
1	0	A	40000	116	98.84	97.43	9884	141	12	0	0	94	13	22	116
1	0	B	40000	3272	67.28	48.45	6728	1883	16	0	0	1838	27	2	1872
1	1	G	40000	60	99.4	95.165	9940	534	51	0	0	255	126	102	420
1	1	A	40000	322	96.78	93.23	9678	355	17	0	0	192	99	47	312
1	1	B	40000	111	98.89	97.1	9889	179	34	0	0	63	27	55	108
1	1	cSpy was 35 spamed and the readout avoided!
1	2	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	2	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	2	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	3	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	3	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	3	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	4	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	4	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	4	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	4	cSpy was 38 spamed and the readout avoided!
1	5	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	5	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	5	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	6	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	6	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	6	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	7	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	7	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	7	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
2	0	G	40000	66	99.34	96.055	9934	398	15	0	0	242	123	18	375
2	0	A	40000	245	97.55	95.12	9755	243	6	0	0	196	27	14	230
2	0	B	40000	146	98.54	96.99	9854	155	9	0	0	46	96	4	145
2	1	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	1	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	1	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	2	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	2	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	2	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	3	G	40000	14	99.86	98.425	9986	174	9	0	0	47	82	36	141
2	3	A	40000	96	99.04	97.82	9904	122	9	0	0	26	59	28	96
2	3	B	40000	45	99.55	99.03	9955	52	0	0	0	21	23	8	45
2	3	cSpy was 95 spamed and the readout avoided!
2	4	G	40000	616	93.84	74.875	9384	2400	12	1	0	1979	386	22	2380
2	4	A	40000	1505	84.95	71.85	8495	1310	4	0	0	1076	214	16	1299
2	4	B	40000	1120	88.8	77.9	8880	1090	8	1	0	903	172	6	1081
2	4	cSpy was 1 spamed and the readout avoided!
2	5	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	5	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	5	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	6	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	6	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	6	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	7	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	7	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	7	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	0	G	40000	86	99.14	50.065	9914	627	18	0	0	355	176	78	569
3	0	A	40000	90	99.1	97.61	9910	149	18	0	0	44	9	78	90
3	0	B	40000	9270	7.3	2.52	730	478	0	0	0	311	167	0	479
3	1	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
3	1	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	1	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	2	G	40000	2	99.98	98.925	9998	136	10	0	0	47	18	61	79
3	2	A	40000	9	99.91	99.4	9991	51	1	0	0	5	1	44	9
3	2	B	40000	70	99.3	98.45	9930	85	9	0	0	42	17	17	70
3	2	cSpy was 16 spamed and the readout avoided!
3	3	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
3	3	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	3	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	4	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
3	4	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	4	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	5	G	40000	0	100	100	10000	20000	20000	20000	20000	20000	20000	20000	20002
3	5	A	40000	0	100	100	10000	10000	10000	10000	10000	10000	10000	10000	10001
3	5	B	40000	0	100	100	10000	10000	10000	10000	10000	10000	10000	10000	10001
3	6	G	40000	0	100	98.85	10000	134	13	0	0	35	47	39	96
3	6	A	40000	2	99.98	99.78	9998	20	0	0	0	0	0	20	2
3	6	B	40000	94	99.06	97.92	9906	114	13	0	0	35	47	19	94
3	6	cSpy was 14 spamed and the readout avoided!
3	7	G	40000	1	99.99	99.21	9999	134	0	0	0	17	0	117	24
3	7	A	40000	2	99.98	99.53	9998	45	0	0	0	0	0	45	2
3	7	B	40000	22	99.78	98.89	9978	89	0	0	0	17	0	72	22
3	7	cSpy was 13 spamed and the readout avoided!
4	0	G	40000	33	99.67	95.065	9967	533	8	18	0	91	308	107	454
4	0	A	40000	387	96.13	92.24	9613	389	1	3	0	75	302	8	387
4	0	B	40000	67	99.33	97.89	9933	144	7	15	0	16	6	99	67
4	0	cSpy was 39 spamed and the readout avoided!
4	1	G	40000	3	99.97	98.455	9997	196	24	0	0	38	41	93	112
4	1	A	40000	3	99.97	99.52	9997	45	0	0	0	0	0	45	3
4	1	B	40000	110	98.9	97.39	9890	151	24	0	0	38	41	48	109
4	1	cSpy was 46 spamed and the readout avoided!
4	2	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
4	2	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	2	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	3	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
4	3	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	3	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	4	G	40000	0	100	99.935	10000	6	0	0	0	4	1	1	7
4	4	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
4	4	B	40000	7	99.93	99.87	9993	6	0	0	0	4	1	1	7
4	4	cSpy was 9 spamed and the readout avoided!
4	5	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
4	5	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
4	5	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
4	6	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
4	6	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
