#Sent triggers per frequency: 7000000
#Frequency [Hz]	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
1000	7000000	0	0	0	0	0	0	0	0	0	0	1
11001.1	7000000	0	0	0	0	0	0	0	0	0	0	1
21008.4	7000000	0	0	0	0	0	0	0	0	0	0	1
31007.8	7000000	0	0	0	0	0	0	0	0	0	0	1
41025.6	7000000	0	0	0	0	0	0	0	0	0	0	1
51020.4	7000000	0	0	0	0	0	0	0	0	0	0	1
61068.7	7000000	0	0	0	0	0	0	0	0	0	0	1
71048	7000000	0	0	0	0	0	0	0	0	0	0	1
81135.9	7000000	0	0	0	0	0	0	0	0	0	0	1
91116.2	7000000	0	0	0	0	0	0	0	0	0	0	1
101010	7000000	0	0	0	0	0	0	0	0	0	0	1
111111	7000000	0	0	0	0	0	0	0	0	0	0	1
121212	7000000	0	0	0	0	0	0	0	0	0	0	1
131148	7000000	0	0	0	0	0	0	0	0	0	0	1
141343	7000000	0	0	0	0	0	0	0	0	0	0	1
151515	7000000	0	0	0	0	0	0	0	0	0	0	1
161290	7000000	0	0	0	0	0	0	0	0	0	0	1
171674	7000000	0	0	0	0	0	0	0	0	0	0	1
181818	7000000	0	0	0	0	0	0	0	0	0	0	1
191388	7000000	0	0	0	0	0	0	0	0	0	0	1
201005	7000000	0	0	0	0	0	0	0	0	0	0	1
211640	7000000	0	0	0	0	0	0	0	0	0	0	1
222222	7000000	0	0	0	0	0	0	0	0	0	0	1
231214	7000000	0	0	0	0	0	0	0	0	0	0	1
242424	7000000	0	0	0	0	0	0	0	0	0	0	1
251572	7000000	0	0	0	0	0	0	0	0	0	0	1
261438	7000000	0	0	0	0	0	0	0	0	0	0	1
272109	7000000	0	0	0	0	0	0	0	0	0	0	1
281690	7000000	0	0	0	0	0	0	0	0	0	0	1
291971	7000000	0	0	0	0	0	0	0	0	0	0	1
303030	7000000	0	0	0	0	0	0	0	0	0	0	1
312500	7000000	0	0	0	0	0	0	0	0	0	0	1
322581	7000000	0	0	0	0	0	0	0	0	0	0	1
333333	7000000	0	0	0	0	0	0	0	0	0	0	1
341880	7000000	0	0	0	0	0	0	0	0	0	0	1
353982	7000000	0	0	0	0	0	0	0	0	0	0	1
363636	7000000	0	0	0	0	0	0	0	0	0	0	1
373832	7000000	0	0	0	0	0	0	0	0	0	0	1
384615	7000000	0	0	0	0	0	0	0	0	0	0	1
392157	6999999	1.42857e-05	0	1	1	0	0	0	1	0	0	2
404040	6999997	4.28572e-05	0	3	3	0	0	0	3	0	0	4
412371	7000000	0	0	0	0	0	0	0	0	0	0	1
421053	7000000	0	0	0	0	0	0	0	0	0	0	1
434783	7000000	0	0	0	0	0	0	0	0	0	0	1
444444	7000000	0	0	0	0	0	0	0	0	0	0	1
454545	7000000	0	0	0	0	0	0	0	0	0	0	1
465116	6999998	2.85714e-05	0	2	2	0	0	0	2	0	0	3
476190	6999995	7.14286e-05	0	5	5	0	0	0	5	0	0	6
481928	6999995	7.14286e-05	0	5	5	0	0	0	5	0	0	6
493827	6999981	0.000271429	0	19	19	0	0	0	19	0	0	20
506329	6999915	0.0012143	0	85	85	0	0	0	85	0	0	86
512821	6999890	0.00157145	1.42859e-05	110	109	0	0	0	109	0	0	110
526316	6999579	0.00601465	1.42866e-05	421	420	0	0	0	420	0	0	421
533333	6999580	0.00600036	2.85731e-05	420	418	0	0	0	418	0	0	419
547945	6998900	0.0157168	0.000114304	1100	1092	0	0	0	1092	0	0	1093
555556	6998892	0.0158311	0.00014288	1108	1098	0	0	0	1098	0	0	1099
