#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 0	the tbmadelay was set to: 0
#Sent triggers: 100	and with a frequency [Hz] of: 40000
#RocNr	ColAddr	RowAddr	PixelHight
16	48	43	14
16	43	30	6
10	50	0	29
16	43	30	9
16	43	30	7
10	47	1	19
14	45	0	13
10	50	0	29
16	43	30	7
16	48	43	12
16	43	30	7
16	48	43	10
16	48	43	14
9	50	29	0
16	48	43	15
16	43	30	7
16	43	30	7
16	48	43	10
16	43	30	5
16	43	30	6
16	43	30	8
16	48	43	12
16	48	43	12
16	43	30	8
16	43	30	9
16	43	30	9
16	48	43	12
16	48	43	10
16	48	43	12
10	50	0	28
16	43	30	7
6	48	0	29
16	43	30	5
16	43	30	9
16	43	30	9
14	49	0	22
16	43	30	9
16	43	30	9
16	43	30	7
6	48	0	28
16	43	30	9
16	48	43	13
16	43	30	8
16	43	30	8
16	43	30	7
14	42	55	5
16	43	30	8
16	43	30	8
14	45	0	10
16	48	43	12
6	47	0	31
16	48	43	12
16	43	30	6
9	39	63	0
6	49	2	25
10	50	0	28
16	48	43	12
16	48	43	13
11	2	1	15
10	47	1	18
16	48	43	13
16	43	30	7
14	45	0	13
16	48	43	8
16	43	30	7
16	48	43	13
16	43	30	9
16	43	30	6
16	48	43	13
16	48	43	10
16	48	43	10
16	48	43	13
16	43	30	7
16	48	43	12
16	48	43	13
16	48	43	13
14	45	0	9
16	48	43	12
16	43	30	6
16	43	30	5
10	50	0	26
16	43	30	5
16	43	30	7
16	43	30	6
16	43	30	9
16	43	30	7
16	43	30	5
16	48	43	9
16	43	30	6
16	43	30	7
16	43	30	9
16	48	43	10
6	49	1	25
16	43	30	6
16	43	30	5
14	45	0	14
16	48	43	12
16	43	30	6
16	48	43	10
16	43	30	9
16	48	43	12
16	43	30	7
16	48	43	11
16	43	30	5
16	48	43	9
16	48	43	12
16	43	30	5
16	43	30	5
16	48	43	12
16	43	30	8
16	43	30	7
16	43	30	6
16	43	30	5
16	43	30	6
16	48	43	10
16	43	30	6
14	45	0	10
16	48	43	9
16	43	30	7
16	48	43	13
16	48	43	13
16	43	30	8
16	48	43	8
16	48	43	12
14	45	0	13
9	44	65	0
16	43	30	7
16	48	43	13
16	43	30	7
2	43	0	17
16	43	30	5
16	48	43	10
16	48	43	12
16	43	30	6
16	43	30	5
16	43	30	6
16	48	43	9
16	43	30	5
16	43	30	7
14	49	0	21
16	43	30	7
16	43	30	9
16	43	30	8
10	50	0	28
14	49	0	21
16	43	30	7
14	45	0	10
6	49	2	21
6	48	0	25
16	43	30	7
16	48	43	13
16	48	43	11
14	49	0	21
14	49	0	22
16	48	43	12
16	48	43	12
16	48	43	14
16	43	30	7
16	43	30	7
16	43	30	7
16	43	30	8
16	43	30	8
16	43	30	5
16	48	43	12
16	43	30	0
16	43	30	6
16	48	43	13
16	43	30	7
14	45	0	12
16	43	30	7
16	43	30	6
16	43	30	7
16	43	30	5
16	48	43	12
16	48	43	10
14	45	0	13
16	43	30	5
16	43	30	4
16	43	30	5
16	43	30	8
10	42	0	15
16	43	30	6
16	48	43	12
16	43	30	5
16	43	30	5
16	43	30	6
16	43	30	6
16	48	43	13
16	48	43	12
16	48	43	14
6	48	0	25
16	43	30	6
6	48	0	25
16	48	43	10
16	48	43	10
14	49	0	21
16	48	43	10
16	43	30	7
16	43	30	5
16	43	30	8
16	43	30	5
10	49	1	15
16	48	43	12
16	48	43	13
16	48	43	12
16	48	43	9
