#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 0	the tbmadelay was set to: 0
#Sent triggers: 10	and with a frequency [Hz] of: 40000
#RocNr	ColAddr	RowAddr	PixelHight
1	4	29	58
2	4	29	63
3	4	29	76
4	4	29	53
5	4	29	62
6	4	29	73
7	4	29	79
8	4	29	89
7	4	29	0
8	4	29	73
9	4	29	60
10	4	29	61
11	4	29	65
12	4	29	59
14	4	29	63
1	4	29	53
2	4	29	63
3	4	29	74
4	4	29	53
5	4	29	61
6	4	29	73
7	4	29	79
8	4	29	93
7	4	29	0
8	4	29	74
9	4	29	65
10	4	29	63
11	4	29	65
12	4	29	57
14	4	29	57
1	4	29	54
2	4	29	63
3	4	29	79
4	4	29	61
5	4	29	59
6	4	29	73
7	4	29	79
8	4	29	95
7	4	29	0
8	4	29	72
9	4	29	64
10	4	29	63
11	4	29	67
12	4	29	57
14	4	29	59
1	4	29	58
2	4	29	59
3	4	29	79
4	4	29	54
5	4	29	57
6	4	29	70
7	4	29	79
8	4	29	89
7	4	29	0
8	4	29	69
9	4	29	69
10	4	29	60
11	4	29	63
12	4	29	56
14	4	29	64
1	4	29	56
2	4	29	66
3	4	29	79
4	4	29	51
5	4	29	63
6	4	29	70
7	4	29	76
8	4	29	92
7	4	29	0
8	4	29	72
9	4	29	63
10	4	29	69
11	4	29	66
12	4	29	59
14	4	29	63
1	4	29	56
2	4	29	62
3	4	29	79
4	4	29	50
5	4	29	54
6	4	29	78
7	4	29	82
8	4	29	90
7	4	29	0
8	4	29	67
9	4	29	63
10	4	29	61
11	4	29	65
12	4	29	60
13	4	29	65
14	4	29	61
1	4	29	61
2	4	29	63
3	4	29	79
4	4	29	53
5	4	29	62
6	4	29	77
7	4	29	83
8	4	29	95
7	4	29	0
8	4	29	73
9	4	29	63
10	4	29	62
11	4	29	67
12	4	29	60
14	4	29	61
1	4	29	62
2	4	29	63
3	4	29	78
4	4	29	49
5	4	29	62
6	4	29	78
7	4	29	82
8	4	29	95
7	4	29	0
8	4	29	79
9	4	29	61
10	4	29	63
11	4	29	72
12	4	29	54
14	4	29	63
1	4	29	56
2	4	29	64
3	4	29	77
4	4	29	53
5	4	29	61
6	4	29	76
7	4	29	79
8	4	29	95
7	4	29	0
8	4	29	76
9	4	29	64
10	4	29	63
11	4	29	67
12	4	29	59
14	4	29	63
1	4	29	58
2	4	29	63
3	4	29	77
4	4	29	53
5	4	29	63
6	4	29	76
7	4	29	82
8	4	29	95
7	4	29	0
8	4	29	73
9	4	29	65
10	4	29	63
11	4	29	67
12	4	29	56
14	4	29	63
1	4	29	56
2	4	29	65
3	4	29	79
4	4	29	52
5	4	29	63
6	4	29	77
7	4	29	79
8	4	29	94
7	4	29	0
8	4	29	72
9	4	29	61
10	4	29	67
11	4	29	63
12	4	29	57
14	4	29	64
1	4	29	58
2	4	29	60
3	4	29	79
4	4	29	52
5	4	29	61
6	4	29	65
7	4	29	82
8	4	29	95
7	4	29	0
8	4	29	72
9	4	29	63
10	4	29	66
11	4	29	63
12	4	29	58
14	4	29	63
1	4	29	56
2	4	29	60
3	4	29	78
4	4	29	47
5	4	29	61
6	4	29	73
7	4	29	82
8	4	29	95
7	4	29	0
8	4	29	75
9	4	29	65
10	4	29	59
11	4	29	63
12	4	29	57
14	4	29	57
1	4	29	53
2	4	29	62
3	4	29	76
4	4	29	55
5	4	29	54
6	4	29	79
7	4	29	79
8	4	29	97
7	4	29	0
8	4	29	66
9	4	29	63
10	4	29	61
11	4	29	63
12	4	29	50
14	4	29	63
1	4	29	56
2	4	29	66
3	4	29	82
4	4	29	57
5	4	29	63
6	4	29	76
7	4	29	78
8	4	29	95
7	4	29	0
8	4	29	67
9	4	29	65
10	4	29	63
11	4	29	67
12	4	29	61
14	4	29	63
1	4	29	62
2	4	29	64
3	4	29	78
4	4	29	55
5	4	29	59
6	4	29	77
7	4	29	79
8	4	29	96
7	4	29	0
8	4	29	71
9	4	29	65
10	4	29	62
11	4	29	72
12	4	29	57
14	4	29	63
1	4	29	60
2	4	29	63
3	4	29	78
4	4	29	57
5	4	29	63
6	4	29	79
7	4	29	84
8	4	29	95
7	4	29	0
8	4	29	69
9	4	29	63
10	4	29	63
11	4	29	69
12	4	29	58
14	4	29	62
1	4	29	56
2	4	29	63
3	4	29	77
4	4	29	49
5	4	29	60
6	4	29	77
7	4	29	79
8	4	29	93
7	4	29	0
8	4	29	72
9	4	29	63
10	4	29	59
11	4	29	70
12	4	29	56
14	4	29	62
1	4	29	56
2	4	29	63
3	4	29	78
4	4	29	57
5	4	29	62
6	4	29	74
7	4	29	83
8	4	29	95
7	4	29	0
8	4	29	72
9	4	29	65
10	4	29	63
11	4	29	69
12	4	29	59
14	4	29	64
1	4	29	56
2	4	29	65
3	4	29	73
4	4	29	51
5	4	29	61
6	4	29	77
7	4	29	74
8	4	29	87
7	4	29	0
8	4	29	69
9	4	29	63
10	4	29	57
11	4	29	63
12	4	29	61
14	4	29	61
1	4	29	57
2	4	29	62
3	4	29	76
4	4	29	55
5	4	29	60
6	4	29	77
7	4	29	81
8	4	29	93
7	4	29	0
8	4	29	73
9	4	29	70
10	4	29	62
11	4	29	65
12	4	29	59
14	4	29	63
1	4	29	56
2	4	29	63
3	4	29	76
4	4	29	49
5	4	29	63
6	4	29	79
7	4	29	79
8	4	29	92
7	4	29	0
8	4	29	76
9	4	29	63
10	4	29	63
11	4	29	68
12	4	29	61
14	4	29	61
1	4	29	56
2	4	29	63
3	4	29	76
4	4	29	52
5	4	29	57
6	4	29	74
7	4	29	85
8	4	29	91
7	4	29	0
8	4	29	70
9	4	29	63
10	4	29	63
11	4	29	67
12	4	29	57
14	4	29	64
1	4	29	60
2	4	29	65
3	4	29	78
4	4	29	54
5	4	29	62
6	4	29	81
7	4	29	87
8	4	29	95
7	4	29	0
8	4	29	77
9	4	29	65
10	4	29	63
11	4	29	69
12	4	29	57
14	4	29	64
1	4	29	54
2	4	29	63
3	4	29	79
4	4	29	51
5	4	29	63
6	4	29	69
7	4	29	79
8	4	29	96
7	4	29	0
8	4	29	73
9	4	29	64
10	4	29	61
11	4	29	65
12	4	29	57
14	4	29	63
1	4	29	56
2	4	29	63
3	4	29	69
4	4	29	56
5	4	29	61
6	4	29	74
7	4	29	79
8	4	29	94
7	4	29	0
8	4	29	73
9	4	29	67
10	4	29	61
11	4	29	63
12	4	29	53
14	4	29	62
1	4	29	60
2	4	29	65
3	4	29	78
4	4	29	56
5	4	29	62
6	4	29	76
7	4	29	82
8	4	29	98
7	4	29	0
8	4	29	73
9	4	29	65
10	4	29	61
11	4	29	63
12	4	29	56
14	4	29	63
1	4	29	60
2	4	29	63
3	4	29	76
4	4	29	52
5	4	29	63
6	4	29	79
7	4	29	82
8	4	29	95
7	4	29	0
8	4	29	69
9	4	29	57
10	4	29	64
11	4	29	66
12	4	29	54
14	4	29	63
not good
