#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 0	the tbmadelay was set to: 0
#Sent triggers: 100	and with a frequency [Hz] of: 40000
#RocNr	ColAddr	RowAddr	PixelHight
9	39	63	0
16	48	43	11
16	43	30	5
16	43	30	8
6	48	0	26
16	43	30	5
16	48	43	10
16	43	30	5
9	39	63	0
16	43	30	6
16	43	30	7
16	43	30	5
16	48	43	10
10	50	0	25
16	48	43	12
16	43	30	6
16	48	43	12
16	43	30	5
6	48	0	21
16	43	30	7
16	43	30	7
16	48	43	10
10	50	0	28
16	48	43	9
16	43	30	5
16	48	43	13
16	48	43	10
16	43	30	5
16	43	30	4
6	49	2	22
16	43	30	6
16	43	30	5
16	43	30	5
10	33	0	25
16	43	30	9
16	43	30	5
16	43	30	5
16	43	30	5
16	48	43	10
14	45	0	8
16	48	43	12
16	43	30	7
16	48	43	12
16	43	30	7
16	43	30	5
16	43	30	6
16	48	43	10
16	48	43	11
16	43	30	5
6	49	2	21
6	49	2	21
16	43	30	6
6	48	0	25
6	49	2	21
6	33	0	22
16	43	30	5
16	43	30	4
16	43	30	6
16	43	30	5
16	48	43	12
16	43	30	5
16	43	30	7
14	45	0	12
16	48	43	10
16	43	30	5
16	43	30	6
16	48	43	12
16	43	30	4
16	48	43	12
16	48	43	10
16	48	43	12
16	43	30	6
10	47	1	15
11	2	1	14
16	48	43	12
16	43	30	5
16	48	43	12
2	43	0	15
10	47	1	15
16	48	43	12
16	48	43	9
16	43	30	8
16	43	30	5
16	48	43	10
16	43	30	5
16	43	30	6
16	43	30	9
16	43	30	5
16	43	30	5
16	48	43	8
16	43	30	6
16	48	43	11
16	43	30	4
16	48	43	9
16	43	30	5
16	48	43	9
16	43	30	5
16	43	30	5
16	43	30	5
16	48	43	11
16	48	43	10
16	48	43	10
16	43	30	6
16	43	30	4
16	48	43	10
2	37	0	20
16	48	43	12
6	49	2	22
11	1	0	18
16	48	43	9
16	48	43	10
16	48	43	9
11	2	1	15
16	43	30	5
9	39	63	0
16	48	43	10
16	48	43	9
16	43	30	8
16	43	30	4
16	43	30	5
15	1	1	13
16	43	30	7
16	43	30	7
10	47	1	18
9	39	63	0
16	43	30	4
16	43	30	7
16	43	30	5
14	45	0	10
16	43	30	5
16	48	43	9
16	43	30	7
16	43	30	3
16	43	30	5
16	43	30	5
6	48	0	25
16	43	30	6
6	45	0	28
16	48	43	13
14	45	0	10
16	48	43	12
16	43	30	5
16	48	43	9
16	43	30	5
16	43	30	5
16	43	30	4
16	43	30	6
14	45	0	12
10	50	0	25
16	48	43	12
16	48	43	9
16	43	30	6
16	48	43	12
14	45	0	9
16	43	30	6
16	48	43	8
16	43	30	8
16	43	30	4
16	48	43	9
16	43	30	7
16	43	30	6
16	43	30	8
16	48	43	12
16	43	30	6
14	49	0	20
14	47	0	18
16	43	30	8
16	48	43	12
16	43	30	3
16	43	30	6
16	43	30	5
16	43	30	5
16	48	43	10
16	43	30	3
16	48	43	9
