#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 0	the tbmadelay was set to: 0
#Sent triggers: 100	and with a frequency [Hz] of: 40000
#RocNr	ColAddr	RowAddr	PixelHight
2	20	9	14
2	20	14	10
2	20	15	18
2	20	17	18
2	20	19	14
2	20	22	15
2	20	23	14
2	20	26	10
2	20	27	14
2	20	28	14
2	20	29	12
2	20	30	10
2	20	31	10
2	20	34	15
2	20	35	15
2	20	36	10
2	20	38	14
2	20	39	10
2	20	42	2
2	20	44	14
2	20	46	10
2	20	47	15
2	20	48	10
2	20	50	8
2	20	51	15
2	20	55	14
2	20	56	10
2	20	57	12
2	20	58	12
2	20	59	14
2	20	60	8
2	20	61	10
2	20	62	8
2	20	64	14
2	20	65	12
2	20	67	6
2	20	70	15
2	20	71	15
2	20	73	10
2	20	74	8
2	20	77	10
2	21	79	2
2	21	78	10
2	21	77	10
2	21	76	12
2	21	73	10
2	21	72	14
2	21	71	15
2	21	69	15
not good
7	20	3	15
7	20	8	10
7	20	9	6
7	20	12	2
7	20	17	12
7	20	18	6
7	20	19	8
7	20	20	6
7	20	24	2
7	20	25	0
7	20	27	10
7	20	28	10
7	20	29	4
7	20	30	4
7	20	31	2
7	20	32	2
7	20	33	8
7	20	36	8
7	20	37	8
7	20	42	2
7	20	44	0
7	20	46	6
7	20	47	0
7	20	49	2
7	20	53	10
7	20	54	3
7	20	55	6
7	20	56	10
7	20	57	6
7	20	58	6
7	20	62	0
7	20	64	8
7	20	66	0
7	20	70	10
7	20	72	2
7	21	79	0
7	21	78	1
7	21	76	6
7	21	75	2
7	21	70	14
7	21	69	8
7	21	68	1
7	21	64	6
7	21	63	6
7	21	61	2
7	21	59	2
7	21	58	6
7	21	57	5
7	21	56	4
7	20	80	0
2	20	9	14
2	20	10	15
2	20	13	10
2	20	15	18
2	20	22	12
2	20	26	10
2	20	27	18
2	20	28	14
2	20	29	10
2	20	31	10
2	20	34	15
2	20	36	14
2	20	38	10
2	20	39	10
2	20	42	10
2	20	44	10
2	20	46	8
2	20	47	16
2	20	48	8
2	20	50	10
2	20	51	15
2	20	53	18
2	20	54	14
2	20	55	14
2	20	56	11
2	20	58	12
2	20	59	14
2	20	60	8
2	20	61	10
2	20	62	8
2	20	64	10
2	20	65	12
2	20	67	8
2	20	69	18
2	20	70	14
2	20	71	15
2	20	72	14
2	20	73	3
2	20	74	10
2	21	79	8
2	21	78	8
2	21	73	12
2	21	72	14
2	21	71	15
2	21	69	14
2	21	68	8
2	21	66	2
2	21	65	14
2	21	63	10
2	20	9	15
2	20	13	10
2	20	14	10
2	20	15	18
2	20	17	18
2	20	18	12
2	20	22	10
2	20	25	10
2	20	26	14
2	20	27	15
2	20	28	12
2	20	29	14
2	20	30	10
2	20	31	8
2	20	32	10
2	20	34	14
2	20	35	14
2	20	36	14
2	20	38	14
2	20	39	10
2	20	42	8
2	20	43	10
2	20	44	12
2	20	46	14
2	20	47	14
2	20	48	8
2	20	51	15
2	20	52	16
2	20	53	18
2	20	54	10
2	20	55	14
2	20	56	14
2	20	57	14
2	20	58	12
2	20	59	14
2	20	60	8
2	20	61	10
2	20	62	10
2	20	65	8
2	20	67	8
2	20	69	18
2	20	70	14
2	20	71	10
2	20	73	10
2	20	74	8
2	20	75	10
2	20	77	15
2	20	78	8
2	21	79	2
