#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 0	the tbmadelay was set to: 0
#Sent triggers: 10	and with a frequency [Hz] of: 40000
#RocNr	ColAddr	RowAddr	PixelHight
2	35	27	12
9	40	49	8
11	11	58	5
14	27	61	15
14	46	27	11
14	46	28	10
14	46	45	9
14	46	49	16
14	46	72	14
14	46	79	2
14	47	50	15
14	47	47	0
14	47	24	2
3	37	41	0
7	37	58	0
8	48	29	15
11	41	38	1
11	42	32	5
12	49	52	14
13	25	43	0
13	31	26	20
13	34	59	8
9	51	79	8
9	51	50	10
9	51	34	26
13	25	64	1
13	28	70	19
14	20	51	8
14	30	31	8
14	36	25	24
14	36	38	24
14	36	65	31
14	37	73	33
14	37	58	30
14	37	56	26
14	37	32	26
14	37	25	24
14	37	21	42
14	42	45	38
14	42	52	32
14	42	78	14
14	43	55	22
14	43	45	14
14	43	42	14
14	43	38	24
14	43	32	14
14	50	42	16
14	50	72	18
14	51	57	26
10	50	66	0
13	6	77	21
7	29	65	8
7	41	40	0
9	50	32	12
12	41	48	0
12	51	51	4
13	7	47	22
13	22	45	31
13	30	69	5
13	31	32	10
13	34	57	1
13	35	30	1
14	44	21	19
14	44	38	2
14	44	39	4
14	44	77	1
14	45	74	2
14	45	28	4
14	45	19	18
2	34	25	13
9	35	12	0
9	50	32	14
10	51	79	0
7	46	50	0
10	42	63	2
10	45	62	0
11	35	21	14
11	46	50	0
12	34	45	14
12	42	62	1
7	39	38	0
9	33	61	0
10	43	61	0
11	40	42	0
11	42	43	0
14	2	42	32
14	3	68	24
14	44	35	28
14	44	72	1
14	45	66	0
14	45	45	2
14	45	41	3
14	45	34	16
14	45	28	6
7	39	79	0
8	34	79	0
13	28	21	14
14	40	63	6
8	43	67	0
10	29	38	4
11	8	10	0
11	49	13	0
14	0	57	18
14	0	62	14
14	9	46	25
14	34	17	41
10	44	52	0
11	39	25	5
13	38	42	10
14	0	39	20
14	0	57	20
14	1	76	21
14	3	56	18
14	31	41	15
14	31	39	17
14	41	66	3
14	41	49	11
3	1	79	10
9	40	53	24
9	51	79	8
9	51	69	16
14	21	22	30
7	48	67	0
8	33	36	15
12	43	46	0
14	23	46	30
14	39	73	4
14	46	21	24
14	47	66	8
1	41	47	6
11	39	49	0
12	27	48	0
13	14	26	6
13	31	26	12
13	48	18	15
13	48	31	2
13	48	42	2
13	48	55	2
13	48	56	0
13	48	57	2
13	48	79	9
13	49	79	8
13	49	75	13
13	49	67	0
13	49	64	2
13	49	63	2
13	49	60	5
13	49	44	0
13	49	36	0
13	49	29	0
13	49	14	10
14	46	21	18
14	46	32	10
14	46	36	15
14	46	61	20
14	46	73	15
14	46	79	15
14	47	61	14
14	47	50	11
14	47	41	5
14	47	40	8
14	47	26	2
14	50	43	14
3	1	79	12
11	38	50	13
13	43	28	5
14	27	49	25
14	32	29	28
14	32	38	17
14	32	40	24
14	33	57	17
14	41	9	25
14	42	20	35
14	42	56	34
14	42	57	12
14	43	56	8
14	43	30	14
14	43	5	24
14	45	45	2
14	45	28	8
5	45	25	0
11	37	61	2
11	43	41	1
11	44	46	8
11	49	13	0
13	24	30	2
13	27	39	12
14	44	7	8
14	44	61	2
14	45	63	5
14	45	45	24
7	8	72	0
7	50	29	0
8	51	24	9
10	51	41	1
11	51	57	1
13	32	62	0
13	40	43	0
14	4	61	30
14	5	59	38
14	11	20	34
14	22	35	43
14	23	64	40
14	23	23	42
14	31	41	15
14	31	27	28
14	40	35	28
14	41	35	24
7	50	77	0
9	51	51	20
11	30	59	2
13	30	33	15
13	40	27	14
13	40	49	0
13	40	52	15
13	40	77	14
13	41	65	8
13	41	50	8
13	41	11	18
14	31	41	0
14	43	32	4
14	45	50	8
14	46	63	26
14	47	47	12
14	47	35	22
3	19	53	15
7	37	58	0
11	27	46	8
12	18	44	0
13	14	67	9
14	32	8	10
14	36	60	8
14	38	21	18
14	39	59	18
14	39	58	11
14	39	51	21
14	39	40	14
7	27	76	0
7	50	29	0
13	37	59	10
14	1	35	30
2	51	38	15
9	26	53	20
13	0	49	13
13	11	43	26
14	12	59	28
14	18	34	32
14	19	65	30
14	19	58	32
14	19	51	34
