#the gain was set to: 2	the bias was set to: 30	the tbmplldelay was set to: 0	the tbmadelay was set to: 0
#Sent triggers: 64	and with a frequency [Hz] of: 40000
#RocNr	ColAddr	RowAddr	PixelHight
7	49	45	15
9	38	62	12
9	43	58	16
14	43	30	0
14	47	63	8
8	40	55	8
8	5	57	2
11	38	59	2
12	26	66	3
4	37	79	0
10	35	33	12
11	40	42	8
11	42	32	4
14	43	47	12
2	32	55	12
7	32	29	15
10	40	60	1
10	49	30	3
12	48	57	15
2	48	31	18
5	11	39	0
7	42	68	0
7	43	40	0
12	50	59	0
2	44	16	18
9	40	14	15
10	43	49	0
10	44	31	0
10	51	41	13
11	31	28	10
11	35	55	20
11	35	22	12
11	38	47	12
11	50	31	0
12	30	39	0
12	45	55	12
4	47	60	14
9	40	14	15
9	43	58	15
11	31	68	1
11	49	57	0
13	46	42	0
13	38	48	0
7	32	29	15
7	49	54	0
3	38	36	9
8	31	41	5
8	43	62	0
8	43	38	8
9	40	57	14
9	43	74	10
12	35	43	5
14	43	30	3
14	43	14	8
14	44	21	8
2	4	51	18
2	32	55	17
5	45	77	10
7	50	77	0
5	22	34	12
7	44	54	0
10	29	48	4
10	51	30	5
11	43	41	2
11	46	19	0
12	27	48	4
2	45	52	22
3	8	40	15
5	45	63	2
10	41	65	5
12	43	42	2
14	33	47	12
11	46	46	0
14	48	45	17
11	42	51	2
14	12	43	0
4	30	45	9
7	49	45	15
7	49	54	0
9	43	32	9
10	43	33	9
12	37	36	0
14	48	43	5
11	42	43	0
11	46	27	0
11	46	46	0
12	41	25	14
8	32	63	12
8	43	38	6
10	40	33	15
13	43	45	1
2	28	56	8
3	27	25	2
3	42	51	18
11	44	49	0
14	35	68	14
8	43	69	15
8	43	38	3
12	45	1	12
13	51	28	10
14	28	36	16
4	51	68	0
7	32	29	14
8	38	36	8
9	38	59	17
11	29	54	0
11	49	57	0
11	51	38	3
14	48	43	14
14	50	65	8
2	32	55	10
4	8	46	7
8	43	16	23
10	27	58	8
11	39	36	2
2	43	54	10
5	41	32	10
8	37	65	5
9	7	64	0
11	42	48	0
12	37	38	2
12	45	59	12
4	26	38	6
9	0	58	22
9	33	52	14
10	34	57	5
5	4	57	2
9	43	78	5
11	44	46	1
13	32	29	0
14	40	35	13
3	45	32	6
3	46	22	24
6	51	58	14
10	51	41	1
12	1	35	21
12	42	55	9
14	43	30	8
14	48	37	18
3	18	32	8
7	43	57	0
9	43	78	1
11	44	46	0
11	46	53	2
11	49	58	0
12	36	42	0
12	38	73	18
12	42	45	5
7	39	63	0
7	43	76	0
9	51	79	10
11	43	49	8
14	43	38	10
2	38	34	15
3	30	79	0
7	41	71	0
8	36	28	9
10	43	33	15
7	37	58	0
9	51	20	14
3	38	29	19
11	40	42	5
2	49	79	18
5	42	56	6
6	51	7	15
7	33	6	18
10	50	31	0
12	36	54	0
4	38	75	8
5	47	67	12
7	30	45	0
8	49	79	0
10	10	46	5
12	34	47	2
12	46	56	13
12	47	40	17
14	47	44	1
5	45	25	8
11	35	42	5
12	1	42	9
12	42	55	5
13	46	58	0
14	47	26	4
4	31	44	9
5	3	36	2
7	42	60	0
7	41	76	0
10	36	36	0
12	26	56	0
3	34	63	18
8	35	56	1
9	38	62	4
11	32	16	15
11	37	47	15
12	45	43	0
12	46	65	10
7	8	72	0
12	42	19	5
12	44	35	10
13	48	67	0
2	49	7	17
5	33	53	15
9	49	49	5
14	36	36	24
4	47	35	18
7	43	30	0
7	51	79	0
9	38	54	15
14	39	38	10
14	43	30	14
14	49	52	23
8	45	55	1
11	0	73	8
11	45	36	15
12	49	59	15
5	49	35	5
7	43	74	0
7	49	75	0
7	50	60	0
12	31	52	2
7	40	39	13
8	33	36	14
7	51	79	0
10	45	44	0
14	48	43	14
14	49	56	10
5	0	45	8
7	30	64	0
7	48	75	0
10	29	42	0
11	31	28	12
13	47	48	0
13	51	58	14
8	37	57	0
10	31	45	14
10	37	61	0
11	38	34	15
11	39	25	14
12	50	45	6
5	45	25	2
10	43	34	8
11	46	27	3
14	43	32	13
14	43	30	9
7	48	67	0
9	46	31	15
12	24	51	12
7	41	76	0
10	44	31	0
10	48	37	13
10	49	76	5
11	40	42	8
11	44	49	0
11	47	38	0
12	13	28	21
14	34	30	15
4	48	32	6
5	21	58	12
9	43	78	8
9	47	47	14
13	27	26	0
14	49	31	13
8	47	58	0
9	51	69	17
10	42	59	2
10	42	63	5
14	36	46	8
3	1	59	23
8	38	68	7
7	41	74	0
2	15	54	6
4	41	41	6
6	34	28	18
11	35	55	20
11	44	46	12
3	40	55	3
5	31	56	2
7	47	53	0
7	51	79	0
9	33	33	15
11	41	65	6
12	37	27	12
12	37	15	8
11	48	50	0
11	50	10	2
11	50	27	4
11	51	57	2
12	51	60	1
14	43	30	6
5	13	38	1
8	29	33	22
7	46	69	0
7	50	29	0
11	35	12	10
11	42	33	19
12	35	64	10
14	33	46	3
7	40	50	0
8	23	26	9
10	43	34	5
12	42	63	5
12	43	36	10
14	46	46	10
12	34	47	15
12	37	36	5
12	51	50	0
2	48	31	14
7	33	32	6
8	42	53	5
8	51	31	13
9	29	77	18
9	46	60	12
3	1	59	22
8	45	35	5
4	18	44	10
5	31	56	2
7	50	29	0
4	3	72	0
7	47	37	10
10	50	31	3
11	31	28	5
13	18	78	0
13	51	26	1
10	35	18	10
10	50	31	1
13	46	56	0
9	43	78	9
13	41	64	6
13	48	55	5
14	31	41	13
2	42	37	10
2	50	36	22
5	25	56	6
10	44	31	0
12	42	55	2
12	51	66	0
2	43	44	6
2	50	36	18
3	27	51	18
6	51	33	24
8	45	35	6
9	43	78	2
11	41	65	8
11	45	3	10
11	49	35	1
14	31	41	0
14	39	33	15
14	48	43	17
3	1	79	18
3	37	47	10
4	42	33	9
7	33	32	9
7	49	52	25
7	32	44	0
11	45	33	5
11	48	57	2
11	50	31	1
12	27	48	4
12	34	45	9
2	48	31	5
3	41	41	4
7	51	32	0
9	33	61	0
10	42	63	0
11	34	47	17
11	43	10	8
14	49	46	15
4	45	64	3
5	40	35	15
7	37	53	0
8	0	51	25
11	44	49	1
12	34	45	18
12	34	47	6
12	45	59	9
13	41	50	0
2	36	27	15
3	32	43	5
7	39	59	0
7	51	77	0
7	51	45	16
9	29	48	15
9	37	36	10
10	51	74	9
11	49	23	0
3	19	52	22
3	43	60	4
7	43	57	0
8	30	42	5
14	29	52	29
14	32	51	15
8	27	62	4
9	47	33	15
11	44	49	0
12	43	42	0
2	17	32	2
4	51	16	8
7	35	42	0
8	30	42	1
10	47	16	21
11	5	37	9
11	48	53	10
2	48	38	18
3	37	65	0
9	51	79	5
10	10	76	3
12	49	48	6
4	51	42	0
7	49	79	0
11	34	46	15
11	50	27	1
12	18	44	8
13	50	20	1
14	43	30	12
2	0	79	5
9	49	38	6
10	50	31	3
14	39	55	15
3	36	75	0
5	27	48	10
9	27	43	15
14	27	37	17
10	27	62	3
11	34	16	31
12	38	44	8
10	50	31	0
12	27	39	12
10	28	64	7
12	42	55	6
13	30	22	11
4	45	62	0
10	48	44	1
11	20	43	0
11	25	27	2
11	41	65	11
11	43	77	0
11	43	54	0
12	51	24	0
14	17	19	12
14	35	60	18
14	38	46	15
7	50	44	0
9	42	29	12
11	39	25	5
11	43	64	5
11	48	6	3
11	49	8	10
11	51	57	0
5	43	23	9
9	48	52	15
14	18	38	21
14	34	30	22
14	39	40	20
14	49	46	22
8	23	57	9
11	28	26	0
11	44	34	8
6	43	23	15
7	39	60	0
7	44	65	0
11	27	39	0
11	43	41	8
11	43	40	4
11	48	68	0
12	41	48	0
12	50	45	0
2	28	41	19
7	51	53	6
9	32	62	3
10	29	50	0
12	27	62	4
2	45	52	18
11	8	49	0
11	51	38	5
12	35	56	15
12	48	39	10
7	33	33	0
9	38	42	15
9	39	24	12
9	49	49	4
9	50	32	15
11	37	61	8
11	39	26	15
11	43	41	5
12	49	29	30
3	44	28	14
12	28	32	2
12	30	34	2
12	31	58	5
12	31	23	1
12	32	28	6
12	40	56	12
12	51	51	8
13	48	57	15
14	43	48	5
2	43	21	7
7	51	38	0
7	39	63	0
7	39	16	0
8	48	43	8
8	51	28	13
10	35	33	12
11	50	31	0
13	34	35	1
7	51	79	0
7	51	54	16
7	51	45	0
8	45	35	8
4	50	37	0
10	51	41	1
12	44	35	1
13	32	62	8
7	50	29	0
8	51	38	13
11	34	35	28
11	50	43	0
12	48	57	15
14	43	30	2
14	44	53	8
14	49	48	15
2	33	53	15
14	50	31	5
10	46	56	15
14	38	54	3
2	48	28	26
10	28	20	8
12	0	64	20
12	49	29	10
3	26	26	15
11	21	51	2
11	46	57	2
11	51	28	0
13	41	14	0
13	49	78	0
7	14	0	33
7	48	67	0
12	47	30	14
13	27	46	0
14	43	32	8
14	49	29	18
7	32	29	15
8	47	51	0
7	49	33	0
7	50	29	16
10	28	63	5
11	35	37	15
14	45	45	0
2	36	27	13
7	49	36	0
12	31	19	0
12	38	43	2
12	42	33	14
12	45	0	15
14	47	69	20
2	48	31	17
2	50	21	22
3	45	41	15
6	35	12	9
11	38	34	15
13	48	6	8
14	49	61	5
2	34	49	8
7	39	63	0
7	50	63	0
9	41	35	14
11	10	49	5
11	43	8	3
12	51	53	15
14	43	21	20
7	38	55	0
11	31	28	0
11	40	42	2
12	41	45	12
not good
11	41	22	20
11	43	79	0
10	43	44	0
11	0	73	0
11	1	43	0
11	15	60	0
11	50	57	2
12	33	49	0
14	4	56	25
14	27	31	16
14	34	33	32
14	43	30	6
14	49	56	19
4	41	23	2
5	45	43	6
7	43	77	0
9	38	54	15
11	31	30	2
11	31	28	15
11	38	44	5
11	44	38	2
11	50	20	8
11	51	58	6
11	51	34	12
11	51	30	0
2	0	79	9
2	9	67	15
2	48	31	14
8	3	64	5
11	14	59	10
11	40	42	15
11	49	44	0
2	36	33	18
4	47	60	12
12	49	54	13
14	30	31	8
2	44	36	14
9	44	74	2
10	49	43	3
11	43	35	1
12	44	18	11
14	13	32	0
2	44	49	10
14	34	34	24
14	36	18	21
8	49	32	10
13	51	40	8
14	36	60	6
7	32	29	15
4	4	52	0
6	47	61	12
10	40	33	24
13	48	30	0
3	51	63	14
6	31	49	14
11	40	42	15
12	51	55	5
14	45	41	0
2	36	33	22
3	51	44	0
7	42	59	0
11	17	8	10
12	30	48	0
12	43	36	5
12	50	32	0
14	31	41	0
14	43	67	6
2	40	56	6
2	43	44	8
4	45	28	6
5	37	13	5
5	42	27	15
7	30	64	0
7	46	50	0
4	49	77	2
5	37	60	2
10	43	53	0
10	49	44	8
14	32	49	0
14	35	23	28
7	35	42	0
9	33	47	0
9	41	56	15
10	50	41	4
12	43	42	1
12	49	48	8
14	47	63	12
14	48	43	9
14	49	54	17
9	46	36	8
9	48	65	10
9	50	51	18
12	30	55	1
13	48	34	9
2	0	56	12
2	45	24	13
7	47	28	0
7	49	54	0
8	23	57	9
10	51	74	1
11	40	55	18
12	35	32	4
12	37	49	0
13	36	70	5
5	42	29	15
9	43	78	4
10	40	33	11
12	51	51	9
14	46	27	2
4	11	79	2
7	47	74	0
7	50	29	0
10	37	37	0
10	39	59	13
10	41	56	8
10	50	31	0
14	19	65	15
9	3	44	3
9	32	28	12
9	36	35	16
9	41	64	22
13	46	77	0
13	51	61	2
14	43	30	2
14	49	18	14
2	43	45	10
8	43	38	5
10	47	41	15
12	30	45	0
7	37	58	0
8	29	60	5
11	51	40	2
13	44	21	0
3	41	34	12
4	48	63	5
11	43	41	0
11	46	18	0
14	41	51	15
5	35	62	0
8	35	72	9
7	11	51	0
7	45	33	0
7	49	52	0
7	50	29	16
12	30	49	1
14	34	30	17
7	39	63	0
8	51	28	20
12	35	55	13
12	43	54	14
13	43	34	5
14	51	49	8
8	43	60	0
11	47	12	12
11	51	57	0
9	51	47	14
11	0	16	1
11	38	41	29
13	48	57	0
13	49	63	4
13	49	23	8
13	51	71	15
13	51	68	1
7	44	65	0
11	27	29	5
14	43	30	4
5	46	37	21
7	46	43	0
7	48	75	0
10	41	44	4
14	48	37	14
14	48	43	14
14	48	45	16
7	45	66	0
12	47	51	25
14	36	60	13
2	0	79	2
7	38	30	0
9	8	34	31
10	50	55	5
11	45	3	5
11	49	28	1
14	43	38	9
4	9	43	0
12	33	79	0
12	33	57	0
12	46	38	18
12	46	42	10
12	51	66	1
13	33	22	0
2	48	31	13
6	7	44	1
9	33	58	3
9	44	42	8
10	34	29	9
14	47	40	9
3	38	64	15
4	16	64	5
5	38	41	0
8	50	41	15
11	37	31	15
11	43	49	0
13	39	30	0
13	47	37	0
2	0	79	2
7	39	63	0
7	49	52	0
11	40	42	4
2	48	58	22
10	43	27	1
11	38	30	14
14	48	43	13
14	51	49	12
7	43	57	0
7	51	45	0
7	51	35	0
11	50	58	5
13	49	34	8
14	42	52	13
5	34	43	0
5	37	60	12
11	42	51	8
11	43	59	2
11	43	48	0
12	51	24	0
2	45	35	21
3	25	50	2
7	43	14	6
7	50	29	0
7	50	77	16
9	38	62	9
10	44	56	0
13	41	64	0
14	44	17	8
14	44	39	14
14	46	35	15
3	3	41	19
7	43	40	0
7	49	54	0
10	29	50	0
11	0	56	0
12	43	45	8
11	41	33	13
5	42	61	0
9	43	78	5
11	44	49	0
7	39	63	0
9	46	62	14
12	28	32	1
14	47	40	5
2	43	43	10
6	51	21	17
7	7	48	0
7	38	79	16
8	43	37	1
9	43	78	1
9	45	41	3
11	35	37	18
11	40	65	10
13	32	62	0
3	15	49	15
3	34	59	24
3	50	20	12
14	48	43	14
7	33	32	8
7	48	75	0
8	51	36	15
7	50	61	0
12	42	45	0
14	35	35	38
9	51	69	15
11	28	22	10
12	46	62	9
13	44	74	0
3	38	59	14
5	7	56	10
5	50	67	0
11	43	41	5
12	39	45	12
12	41	48	1
8	51	28	15
11	31	28	3
12	51	50	0
13	41	54	1
3	44	42	0
5	41	23	12
13	34	50	0
3	45	47	12
8	45	32	8
9	19	50	5
2	43	18	15
6	31	44	13
7	31	56	14
11	0	37	13
11	31	42	14
11	31	28	18
12	25	37	12
7	50	60	0
8	35	72	8
12	35	43	0
13	36	35	8
14	39	38	8
14	43	30	10
8	38	36	5
10	36	36	5
10	50	31	1
11	26	51	10
14	41	35	16
14	47	66	15
7	35	44	0
10	38	55	12
12	7	54	0
11	28	68	0
11	35	55	18
14	32	49	0
5	38	52	8
7	51	70	0
10	42	52	7
13	0	14	5
3	30	15	13
7	40	48	0
7	49	74	0
8	5	78	0
11	0	72	1
11	31	28	5
11	45	55	13
13	47	48	0
14	50	71	18
8	46	36	9
10	33	39	7
11	5	35	13
13	45	50	0
5	45	25	2
10	27	58	5
10	40	45	15
10	51	57	6
11	30	59	1
13	50	59	3
13	51	51	9
2	4	51	15
3	45	47	8
7	39	38	0
12	45	30	2
12	51	50	0
9	49	79	13
14	43	43	0
2	48	31	4
2	50	52	22
5	32	13	5
7	51	38	0
14	32	51	10
2	47	56	1
3	41	29	12
7	37	56	0
7	39	79	0
9	51	51	25
10	38	22	3
12	40	48	0
13	49	34	9
9	0	40	15
3	6	50	15
3	15	49	4
7	41	52	0
13	46	58	0
14	30	31	0
4	3	55	0
5	49	55	0
9	43	38	9
12	34	45	10
13	51	55	5
2	21	33	20
2	44	20	18
7	49	52	0
14	45	45	2
5	15	59	15
9	44	61	3
14	43	32	1
4	46	69	19
11	49	57	0
11	51	38	0
12	44	65	6
12	50	32	0
13	49	49	5
6	45	46	17
11	48	48	0
11	49	54	0
12	43	42	0
12	51	50	0
14	44	26	0
11	0	13	0
11	15	55	12
11	31	40	10
11	41	39	5
12	31	19	0
6	51	66	5
7	38	30	0
9	45	55	6
12	31	59	5
12	31	19	0
12	46	43	7
14	39	59	10
4	3	45	8
7	32	27	0
7	46	50	0
7	48	79	0
13	48	34	9
13	49	23	5
2	45	49	8
9	14	54	13
11	0	66	2
11	50	43	9
12	35	62	8
5	4	57	8
9	50	50	1
10	50	31	6
12	49	63	8
11	17	8	14
11	50	43	4
12	27	56	9
13	40	35	4
13	43	50	0
3	34	49	28
10	40	33	9
11	44	49	0
12	38	44	6
14	43	32	8
5	42	24	3
6	47	61	13
14	45	28	2
3	51	29	14
7	49	45	15
7	49	52	0
9	51	79	8
9	51	73	8
11	40	42	0
11	51	64	0
12	51	52	5
13	49	23	0
2	48	38	18
12	39	45	15
13	35	21	0
7	48	75	0
7	50	52	16
11	50	43	0
12	48	71	31
14	31	44	0
10	34	57	2
14	13	32	8
3	40	60	5
5	51	33	1
11	39	49	0
13	43	22	8
14	7	37	18
8	23	67	0
7	50	60	0
11	47	29	0
12	44	46	21
14	49	56	12
1	51	50	2
4	3	55	0
11	35	37	8
14	31	38	5
14	38	46	15
4	4	41	3
9	5	72	12
13	51	28	6
14	9	34	25
14	31	44	0
7	32	29	14
12	49	42	15
2	26	75	14
7	33	61	0
7	44	29	0
7	51	79	0
11	51	64	0
11	51	38	2
7	47	60	0
11	43	47	3
3	1	79	15
3	39	62	14
3	51	57	4
5	17	35	6
9	43	58	15
9	42	33	14
11	38	34	14
11	40	39	15
13	34	55	0
2	44	28	15
10	38	50	0
10	50	31	0
12	43	40	9
13	45	27	0
14	45	45	0
8	28	12	13
7	49	54	0
11	51	56	4
11	51	36	2
11	51	26	15
12	43	31	0
13	32	58	0
14	45	45	1
2	51	34	23
5	51	49	0
8	44	28	5
14	44	35	15
4	51	57	0
8	35	45	5
11	31	28	10
11	41	65	0
11	47	22	1
12	48	57	17
8	3	65	0
11	47	29	0
13	36	52	6
13	43	36	0
14	46	22	8
14	47	79	2
14	47	61	5
11	39	49	2
14	45	45	2
14	49	56	21
2	0	79	9
2	26	54	14
9	5	58	3
9	49	38	14
2	1	33	15
14	28	63	12
14	39	23	17
5	15	59	15
5	43	37	9
11	43	54	0
13	49	23	4
14	41	40	14
7	16	27	0
7	42	55	0
8	51	61	8
11	45	23	10
13	50	69	15
14	45	30	0
2	45	52	15
3	48	27	22
9	49	38	8
12	41	48	4
13	38	40	12
4	40	74	3
7	44	65	0
9	35	16	3
11	43	44	1
12	38	73	12
5	15	59	13
11	31	28	5
13	36	70	9
14	48	48	20
5	48	30	0
7	48	61	0
11	31	50	4
11	49	8	0
12	46	44	12
12	33	50	0
2	40	7	6
3	45	47	15
4	27	70	3
4	33	78	8
7	51	43	0
11	50	58	1
11	51	57	5
11	51	18	0
14	36	37	17
11	27	46	2
11	41	26	9
13	37	39	4
14	38	46	10
2	35	37	15
3	42	79	4
9	41	63	15
11	15	60	0
12	13	28	26
12	31	55	0
2	43	23	14
3	31	53	1
9	49	49	12
14	42	56	21
2	41	34	10
7	38	27	0
7	49	52	0
7	51	32	16
11	39	49	5
14	43	38	1
8	43	26	4
13	34	32	0
14	47	66	0
14	50	42	8
2	34	52	19
3	49	35	24
10	39	29	12
4	34	18	0
4	40	60	0
7	37	34	0
7	44	26	0
7	44	35	0
7	44	65	0
10	43	33	5
7	51	53	3
11	40	42	5
11	51	26	0
12	7	34	13
2	42	49	6
4	44	54	0
2	6	48	2
4	34	38	1
9	38	59	15
9	41	26	14
10	46	66	14
11	44	46	3
2	40	21	12
7	51	77	0
11	28	23	8
14	43	30	6
5	35	62	0
7	43	60	0
7	47	58	0
12	51	21	4
13	39	30	5
3	33	46	8
3	36	42	0
7	39	63	0
9	30	59	17
11	31	32	4
13	50	53	5
13	51	42	4
not good
8	3	64	1
8	48	59	15
13	39	55	12
14	43	5	19
5	31	56	2
9	43	78	8
9	43	27	15
11	30	43	13
12	36	39	1
12	45	57	2
4	50	68	0
10	32	39	5
10	51	74	9
14	32	49	0
14	35	57	20
9	37	78	4
10	29	42	1
12	44	28	8
12	49	52	15
14	45	28	5
14	46	21	17
10	40	33	8
10	46	66	15
10	48	24	6
11	50	57	6
11	51	27	8
12	49	73	13
2	30	31	8
3	39	28	14
3	43	59	3
7	44	65	0
8	43	26	0
9	8	34	29
9	48	31	9
11	0	73	4
11	43	39	12
11	44	46	3
11	44	52	14
8	9	43	8
11	31	28	4
3	40	51	4
7	51	42	0
9	3	44	5
9	50	26	9
10	36	36	4
11	42	51	8
11	43	60	0
12	44	32	5
14	48	43	15
4	27	41	12
7	47	37	6
7	48	73	0
8	48	22	13
9	33	27	1
10	49	30	3
10	50	31	3
11	35	28	10
11	44	46	6
11	45	32	2
13	43	36	4
13	45	71	0
7	44	46	0
7	49	52	0
7	50	65	0
10	50	31	1
11	43	64	4
12	37	36	2
12	51	41	2
2	9	46	14
2	43	44	5
7	43	30	0
9	29	58	15
12	33	31	2
14	39	38	6
9	43	78	4
12	43	42	5
2	4	51	18
5	37	60	1
5	45	25	10
6	51	66	5
10	50	31	0
3	31	53	2
10	28	63	7
11	51	9	2
12	47	37	12
13	40	52	10
14	48	37	20
2	17	34	15
5	0	32	15
10	28	64	9
11	10	49	2
12	27	48	6
5	49	55	0
9	35	22	8
9	41	52	15
10	45	44	0
12	13	28	20
12	51	32	0
13	35	53	2
4	32	15	13
4	51	63	1
7	43	77	0
11	51	48	0
12	43	62	8
13	40	17	5
2	15	22	9
7	49	52	0
11	34	34	18
11	41	33	15
12	49	41	18
14	43	38	15
7	38	79	0
11	26	25	4
12	31	19	0
4	50	64	0
7	40	64	0
7	44	65	16
9	18	74	15
11	48	57	4
2	43	45	15
4	16	64	3
7	32	29	13
8	40	44	5
8	43	69	25
7	33	33	0
10	35	46	5
10	51	60	0
11	30	10	14
11	51	58	0
12	46	43	5
13	30	22	12
14	39	38	3
3	40	51	10
9	35	30	0
11	40	42	5
12	51	79	2
13	46	77	1
14	39	20	8
14	43	30	2
2	34	63	18
2	38	25	3
2	46	17	14
2	46	79	2
3	27	56	10
13	29	52	15
14	15	34	24
14	43	63	24
14	48	43	12
3	38	59	15
